symbol,date,close
MSFT,2020-09-21,202.54
SPY,2020-09-21,326.97
AAPL,2020-09-22,111.81
GLD,2020-09-22,178.65
JPM,2020-09-22,94.27
MSFT,2020-09-22,207.42
SPY,2020-09-22,330.3
AAPL,2020-09-23,107.12
GLD,2020-09-23,174.79
JPM,2020-09-23,92.74
MSFT,2020-09-23,200.59
SPY,2020-09-23,322.64
AAPL,2020-09-24,108.22
GLD,2020-09-24,175.44
JPM,2020-09-24,92.66
MSFT,2020-09-24,203.19
SPY,2020-09-24,323.5
AAPL,2020-09-25,112.28
GLD,2020-09-25,174.94
JPM,2020-09-25,93.47
MSFT,2020-09-25,207.82
SPY,2020-09-25,328.73
AAPL,2020-09-28,114.96
GLD,2020-09-28,176.7
JPM,2020-09-28,96.16
MSFT,2020-09-28,209.44
SPY,2020-09-28,334.19
AAPL,2020-09-29,114.09
GLD,2020-09-29,178.19
JPM,2020-09-29,95.35
MSFT,2020-09-29,207.26
SPY,2020-09-29,332.37
AAPL,2020-09-30,115.81
GLD,2020-09-30,177.12
JPM,2020-09-30,96.27
MSFT,2020-09-30,210.33
SPY,2020-09-30,334.89
AAPL,2020-10-01,116.79
GLD,2020-10-01,178.7
JPM,2020-10-01,96.97
MSFT,2020-10-01,212.46
SPY,2020-10-01,337.04
AAPL,2020-10-02,113.02
GLD,2020-10-02,178.54
JPM,2020-10-02,97.89
MSFT,2020-10-02,206.19
SPY,2020-10-02,333.84
AAPL,2020-10-05,116.5
GLD,2020-10-05,179.41
JPM,2020-10-05,99.04
MSFT,2020-10-05,210.38
SPY,2020-10-05,339.76
AAPL,2020-10-06,113.16
GLD,2020-10-06,177.3
JPM,2020-10-06,98.02
MSFT,2020-10-06,205.91
SPY,2020-10-06,334.93
AAPL,2020-10-07,115.08
GLD,2020-10-07,177.22
JPM,2020-10-07,99.73
MSFT,2020-10-07,209.83
SPY,2020-10-07,340.76
AAPL,2020-10-08,114.97
GLD,2020-10-08,177.85
JPM,2020-10-08,101.78
MSFT,2020-10-08,210.58
SPY,2020-10-08,343.78
AAPL,2020-10-09,116.97
GLD,2020-10-09,181.08
JPM,2020-10-09,101.2
MSFT,2020-10-09,215.81
SPY,2020-10-09,346.85
AAPL,2020-10-12,124.4
GLD,2020-10-12,180.56
JPM,2020-10-12,102.44
MSFT,2020-10-12,221.4
SPY,2020-10-12,352.43
AAPL,2020-10-13,121.1
GLD,2020-10-13,177.72
JPM,2020-10-13,100.78
MSFT,2020-10-13,222.86
SPY,2020-10-13,350.13
AAPL,2020-10-14,121.19
GLD,2020-10-14,178.27
JPM,2020-10-14,100.22
MSFT,2020-10-14,220.86
SPY,2020-10-14,347.93
AAPL,2020-10-15,120.71
GLD,2020-10-15,178.92
JPM,2020-10-15,101.72
MSFT,2020-10-15,219.66
SPY,2020-10-15,347.5
AAPL,2020-10-16,119.02
GLD,2020-10-16,178.3
JPM,2020-10-16,101.51
MSFT,2020-10-16,219.66
SPY,2020-10-16,347.29
AAPL,2020-10-19,115.98
GLD,2020-10-19,178.39
JPM,2020-10-19,99.8
MSFT,2020-10-19,214.22
SPY,2020-10-19,342.01
AAPL,2020-10-20,117.51
GLD,2020-10-20,179.25
JPM,2020-10-20,100.37
MSFT,2020-10-20,214.65
SPY,2020-10-20,343.38
AAPL,2020-10-21,116.87
GLD,2020-10-21,180.6
JPM,2020-10-21,99.37
MSFT,2020-10-21,214.8
SPY,2020-10-21,342.73
AAPL,2020-10-22,115.75
GLD,2020-10-22,178.83
JPM,2020-10-22,102.88
MSFT,2020-10-22,214.89
SPY,2020-10-22,344.61
AAPL,2020-10-23,115.04
GLD,2020-10-23,178.64
JPM,2020-10-23,103.81
MSFT,2020-10-23,216.23
SPY,2020-10-23,345.78
AAPL,2020-10-26,115.05
GLD,2020-10-26,178.55
JPM,2020-10-26,101.24
MSFT,2020-10-26,210.08
SPY,2020-10-26,339.39
AAPL,2020-10-27,116.6
GLD,2020-10-27,179.02
JPM,2020-10-27,99.33
MSFT,2020-10-27,213.25
SPY,2020-10-27,338.22
AAPL,2020-10-28,111.2
GLD,2020-10-28,176.13
JPM,2020-10-28,96.54
MSFT,2020-10-28,202.68
SPY,2020-10-28,326.66
AAPL,2020-10-29,115.32
GLD,2020-10-29,175.4
JPM,2020-10-29,97.17
MSFT,2020-10-29,204.72
SPY,2020-10-29,329.98
AAPL,2020-10-30,108.86
GLD,2020-10-30,176.2
JPM,2020-10-30,98.04
MSFT,2020-10-30,202.47
SPY,2020-10-30,326.54
AAPL,2020-11-02,108.77
GLD,2020-11-02,177.91
JPM,2020-11-02,100.25
MSFT,2020-11-02,202.33
SPY,2020-11-02,330.2
AAPL,2020-11-03,110.44
GLD,2020-11-03,178.92
JPM,2020-11-03,103.41
MSFT,2020-11-03,206.43
SPY,2020-11-03,336.03
AAPL,2020-11-04,114.95
GLD,2020-11-04,178.82
JPM,2020-11-04,100.25
MSFT,2020-11-04,216.39
SPY,2020-11-04,343.54
AAPL,2020-11-05,119.03
GLD,2020-11-05,182.93
JPM,2020-11-05,104.35
MSFT,2020-11-05,223.29
SPY,2020-11-05,350.24
AAPL,2020-11-06,118.69
GLD,2020-11-06,183.19
JPM,2020-11-06,102.96
MSFT,2020-11-06,223.72
SPY,2020-11-06,350.16
AAPL,2020-11-09,116.32
GLD,2020-11-09,175.08
JPM,2020-11-09,116.9
MSFT,2020-11-09,218.39
SPY,2020-11-09,354.56
AAPL,2020-11-10,115.97
GLD,2020-11-10,175.66
JPM,2020-11-10,116.52
MSFT,2020-11-10,211.01
SPY,2020-11-10,354.04
AAPL,2020-11-11,119.49
GLD,2020-11-11,174.9
JPM,2020-11-11,114.78
MSFT,2020-11-11,216.55
SPY,2020-11-11,356.67
AAPL,2020-11-12,119.21
GLD,2020-11-12,175.96
JPM,2020-11-12,113.37
MSFT,2020-11-12,215.44
SPY,2020-11-12,353.21
AAPL,2020-11-13,119.26
GLD,2020-11-13,177.16
JPM,2020-11-13,114.08
MSFT,2020-11-13,216.51
SPY,2020-11-13,358.1
AAPL,2020-11-16,120.3
GLD,2020-11-16,177.15
JPM,2020-11-16,117.3
MSFT,2020-11-16,217.23
SPY,2020-11-16,362.57
AAPL,2020-11-17,119.39
GLD,2020-11-17,176.5
JPM,2020-11-17,116.11
MSFT,2020-11-17,214.46
SPY,2020-11-17,360.62
AAPL,2020-11-18,118.03
GLD,2020-11-18,175.49
JPM,2020-11-18,115.25
MSFT,2020-11-18,211.08
SPY,2020-11-18,356.28
AAPL,2020-11-19,118.64
GLD,2020-11-19,175.16
JPM,2020-11-19,115.56
MSFT,2020-11-19,212.42
SPY,2020-11-19,357.78
AAPL,2020-11-20,117.34
GLD,2020-11-20,175.69
JPM,2020-11-20,114.57
MSFT,2020-11-20,210.39
SPY,2020-11-20,355.33
AAPL,2020-11-23,113.85
GLD,2020-11-23,172.23
JPM,2020-11-23,117.87
MSFT,2020-11-23,210.11
SPY,2020-11-23,357.46
AAPL,2020-11-24,115.17
GLD,2020-11-24,169.59
JPM,2020-11-24,123.32
MSFT,2020-11-24,213.86
SPY,2020-11-24,363.22
AAPL,2020-11-25,116.03
GLD,2020-11-25,169.51
JPM,2020-11-25,122.03
MSFT,2020-11-25,213.87
SPY,2020-11-25,362.66
AAPL,2020-11-27,116.59
GLD,2020-11-27,167.79
JPM,2020-11-27,121.22
MSFT,2020-11-27,215.23
SPY,2020-11-27,363.67
AAPL,2020-11-30,119.05
GLD,2020-11-30,166.67
JPM,2020-11-30,117.88
MSFT,2020-11-30,214.07
SPY,2020-11-30,362.06
AAPL,2020-12-01,122.72
GLD,2020-12-01,170.18
JPM,2020-12-01,119.74
MSFT,2020-12-01,216.21
SPY,2020-12-01,366.02
AAPL,2020-12-02,123.08
GLD,2020-12-02,171.46
JPM,2020-12-02,122.04
MSFT,2020-12-02,215.37
SPY,2020-12-02,366.79
AAPL,2020-12-03,122.94
GLD,2020-12-03,172.81
JPM,2020-12-03,121.24
MSFT,2020-12-03,214.24
SPY,2020-12-03,366.69
AAPL,2020-12-04,122.25
GLD,2020-12-04,172.32
JPM,2020-12-04,122.34
MSFT,2020-12-04,214.36
SPY,2020-12-04,369.85
AAPL,2020-12-07,123.75
GLD,2020-12-07,174.89
JPM,2020-12-07,121.88
MSFT,2020-12-07,214.29
SPY,2020-12-07,369.09
AAPL,2020-12-08,124.38
GLD,2020-12-08,175.5
JPM,2020-12-08,122.0
MSFT,2020-12-08,216.01
SPY,2020-12-08,370.17
AAPL,2020-12-09,121.78
GLD,2020-12-09,172.5
JPM,2020-12-09,121.05
MSFT,2020-12-09,211.8
SPY,2020-12-09,366.85
AAPL,2020-12-10,123.24
GLD,2020-12-10,172.17
JPM,2020-12-10,120.27
MSFT,2020-12-10,210.52
SPY,2020-12-10,366.73
AAPL,2020-12-11,122.41
GLD,2020-12-11,172.49
JPM,2020-12-11,119.56
MSFT,2020-12-11,213.26
SPY,2020-12-11,366.3
AAPL,2020-12-14,121.78
GLD,2020-12-14,171.54
JPM,2020-12-14,118.3
MSFT,2020-12-14,214.2
SPY,2020-12-14,364.66
AAPL,2020-12-15,127.88
GLD,2020-12-15,173.94
JPM,2020-12-15,120.32
MSFT,2020-12-15,214.13
SPY,2020-12-15,369.59
AAPL,2020-12-16,127.81
GLD,2020-12-16,174.9
JPM,2020-12-16,120.67
MSFT,2020-12-16,219.28
SPY,2020-12-16,370.17
AAPL,2020-12-17,128.7
GLD,2020-12-17,176.74
JPM,2020-12-17,119.67
MSFT,2020-12-17,219.42
SPY,2020-12-17,372.24
AAPL,2020-12-18,126.66
GLD,2020-12-18,176.44
JPM,2020-12-18,119.08
MSFT,2020-12-18,218.59
SPY,2020-12-18,369.18
AAPL,2020-12-21,128.23
GLD,2020-12-21,175.88
JPM,2020-12-21,123.55
MSFT,2020-12-21,222.59
SPY,2020-12-21,367.86
AAPL,2020-12-22,131.88
GLD,2020-12-22,174.49
JPM,2020-12-22,121.67
MSFT,2020-12-22,223.94
SPY,2020-12-22,367.24
AAPL,2020-12-23,130.96
GLD,2020-12-23,175.65
JPM,2020-12-23,125.07
MSFT,2020-12-23,221.02
SPY,2020-12-23,367.57
AAPL,2020-12-24,131.97
GLD,2020-12-24,176.35
JPM,2020-12-24,124.52
MSFT,2020-12-24,222.75
SPY,2020-12-24,369.0
AAPL,2020-12-28,136.69
GLD,2020-12-28,175.71
JPM,2020-12-28,125.34
MSFT,2020-12-28,224.96
SPY,2020-12-28,372.17
AAPL,2020-12-29,134.87
GLD,2020-12-29,176.35
JPM,2020-12-29,125.01
MSFT,2020-12-29,224.15
SPY,2020-12-29,371.46
AAPL,2020-12-30,133.72
GLD,2020-12-30,177.7
JPM,2020-12-30,125.36
MSFT,2020-12-30,221.68
SPY,2020-12-30,371.99
AAPL,2020-12-31,132.69
GLD,2020-12-31,178.36
JPM,2020-12-31,127.07
MSFT,2020-12-31,222.42
SPY,2020-12-31,373.88
